InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
215817,SKU0400,Product 400,4,2025-07-31 12:47:40,17.67,14916,United Kingdom,70.68
215818,SKU0085,Product 085,4,2025-09-12 11:50:20,21.78,14916,United Kingdom,87.12
215818,SKU0052,Product 052,1,2024-10-02 16:37:40,48.57,14916,Ireland,48.57
215818,SKU0371,Product 371,2,2024-05-21 14:50:00,10.6,14916,United Kingdom,21.2
215819,SKU0206,Product 206,3,2025-09-19 09:02:48,15.71,14916,Spain,47.13
215819,SKU0118,Product 118,3,2025-04-26 05:04:39,13.33,14916,Netherlands,39.99
215819,SKU0004,Product 004,5,2024-01-30 14:28:51,13.89,14916,United Kingdom,69.45
215820,SKU0046,Product 046,5,2024-11-10 18:12:01,11.73,14916,Germany,58.650000000000006
215820,SKU0386,Product 386,3,2025-03-27 21:29:58,17.25,14916,United Kingdom,51.75
215820,SKU0096,Product 096,5,2024-03-30 19:09:21,35.61,14916,Belgium,178.05
215821,SKU0348,Product 348,4,2025-01-07 19:31:02,18.63,14916,United Kingdom,74.52
215821,SKU0203,Product 203,3,2025-01-07 12:18:29,22.19,14916,France,66.57000000000001
215821,SKU0192,Product 192,4,2025-08-11 23:08:24,23.25,14916,United Kingdom,93.0
215822,SKU0033,Product 033,4,2024-10-17 13:43:30,35.26,14916,Australia,141.04
215822,SKU0325,Product 325,5,2024-05-03 13:55:17,24.28,14916,United Kingdom,121.4
215822,SKU0328,Product 328,2,2024-10-25 15:33:16,16.15,14916,Netherlands,32.3
215823,SKU0061,Product 061,3,2024-05-24 02:54:28,33.32,14916,Germany,99.96000000000001
215823,SKU0302,Product 302,3,2025-07-26 00:46:05,55.81,14916,United Kingdom,167.43
215823,SKU0012,Product 012,3,2024-12-26 19:05:14,28.77,14916,Spain,86.31
215824,SKU0282,Product 282,4,2025-01-06 13:38:46,14.48,14916,Australia,57.92
215824,SKU0141,Product 141,5,2025-03-17 16:54:36,51.57,14916,United Kingdom,257.85
215824,SKU0245,Product 245,7,2025-09-25 18:50:17,26.41,14916,Belgium,184.87
215825,SKU0379,Product 379,4,2024-04-28 11:17:26,24.17,14916,Australia,96.68
215825,SKU0201,Product 201,1,2024-01-30 21:02:14,20.15,14916,United Kingdom,20.15
215825,SKU0374,Product 374,3,2025-10-24 08:17:05,47.64,14916,Germany,142.92000000000002
215826,SKU0219,Product 219,3,2025-12-03 10:38:34,20.42,14916,Spain,61.260000000000005
215826,SKU0340,Product 340,8,2025-09-08 09:09:45,30.43,14916,Ireland,243.44
215826,SKU0381,Product 381,4,2024-05-16 09:35:08,57.32,14917,United Kingdom,229.28
215827,SKU0046,Product 046,6,2024-04-01 18:51:29,39.01,14917,United Kingdom,234.06
215827,SKU0296,Product 296,7,2024-09-19 07:07:32,114.64,14917,Spain,802.48
215827,SKU0185,Product 185,3,2025-09-13 00:40:56,31.77,14917,United Kingdom,95.31
215828,SKU0390,Product 390,6,2025-10-05 14:41:49,25.32,14917,United Kingdom,151.92000000000002
215828,SKU0357,Product 357,4,2025-10-30 19:47:15,37.9,14917,Germany,151.6
215828,SKU0237,Product 237,4,2024-07-23 14:19:42,30.09,14917,United Kingdom,120.36
215829,SKU0010,Product 010,8,2024-06-27 22:08:33,30.0,14917,United Kingdom,240.0
215829,SKU0039,Product 039,9,2024-08-05 09:56:48,11.91,14917,Germany,107.19
215829,SKU0019,Product 019,6,2025-09-24 10:23:18,42.66,14917,Ireland,255.95999999999998
215830,SKU0230,Product 230,7,2024-02-24 16:12:16,29.97,14917,Netherlands,209.79
215830,SKU0240,Product 240,1,2025-02-15 20:53:08,42.36,14917,United Kingdom,42.36
215830,SKU0220,Product 220,9,2024-03-14 03:06:30,33.15,14917,United Kingdom,298.34999999999997
215831,SKU0297,Product 297,1,2025-08-09 19:35:07,74.44,14917,Netherlands,74.44
215831,SKU0029,Product 029,4,2024-07-31 01:34:11,70.57,14917,United Kingdom,282.28
215831,SKU0326,Product 326,4,2025-03-16 20:58:10,21.85,14917,Germany,87.4
215832,SKU0323,Product 323,3,2024-11-07 09:00:29,31.42,14917,United Kingdom,94.26
215832,SKU0285,Product 285,3,2024-08-05 13:48:01,50.38,14917,Spain,151.14000000000001
215832,SKU0259,Product 259,9,2025-07-21 23:38:14,86.28,14917,Australia,776.52
215833,SKU0196,Product 196,1,2025-05-21 16:29:34,33.62,14917,United Kingdom,33.62
215833,SKU0368,Product 368,5,2025-08-15 08:33:05,34.8,14917,Australia,174.0
215833,SKU0379,Product 379,3,2025-05-26 03:57:24,21.28,14917,Germany,63.84
215834,SKU0166,Product 166,4,2025-07-13 11:50:42,40.31,14917,United Kingdom,161.24
215834,SKU0362,Product 362,7,2025-06-11 21:03:55,49.51,14917,Germany,346.57
215834,SKU0065,Product 065,5,2024-03-24 16:08:43,20.51,14917,United Kingdom,102.55000000000001
215835,SKU0035,Product 035,4,2025-07-09 12:36:37,46.44,14917,Germany,185.76
215835,SKU0065,Product 065,4,2024-10-18 21:18:13,65.36,14917,France,261.44
215835,SKU0028,Product 028,3,2025-04-17 11:41:12,11.21,14917,Ireland,33.63
215836,SKU0355,Product 355,3,2024-02-19 14:33:02,30.56,14917,Spain,91.67999999999999
215836,SKU0352,Product 352,7,2024-11-13 09:57:40,21.88,14917,United Kingdom,153.16
215836,SKU0218,Product 218,2,2024-09-04 19:22:22,35.26,14918,Ireland,70.52
215837,SKU0239,Product 239,7,2024-08-31 20:49:14,28.69,14918,Germany,200.83
215837,SKU0113,Product 113,3,2024-11-08 15:25:11,23.93,14918,Germany,71.78999999999999
215837,SKU0108,Product 108,2,2025-10-26 12:55:37,18.74,14918,United Kingdom,37.48
215838,SKU0188,Product 188,3,2025-05-26 18:16:44,33.75,14918,Spain,101.25
215838,SKU0191,Product 191,1,2025-08-18 15:08:12,17.38,14918,United Kingdom,17.38
215838,SKU0288,Product 288,3,2025-02-28 04:09:21,13.03,14918,United Kingdom,39.089999999999996
215839,SKU0283,Product 283,7,2025-09-02 12:12:01,57.7,14918,United Kingdom,403.90000000000003
215839,SKU0126,Product 126,2,2025-06-23 17:22:05,13.36,14918,Netherlands,26.72
215839,SKU0365,Product 365,5,2024-03-07 03:58:55,37.68,14918,Spain,188.4
215840,SKU0227,Product 227,6,2025-04-23 10:49:54,14.33,14918,Spain,85.98
215840,SKU0214,Product 214,3,2024-10-24 23:45:59,17.75,14918,Netherlands,53.25
215840,SKU0001,Product 001,5,2024-12-25 05:53:07,23.62,14918,United Kingdom,118.10000000000001
215841,SKU0279,Product 279,2,2024-09-15 08:13:50,15.45,14918,United Kingdom,30.9
215841,SKU0104,Product 104,2,2024-02-25 21:52:54,10.83,14918,France,21.66
215841,SKU0014,Product 014,3,2025-10-02 23:23:51,18.88,14918,United Kingdom,56.64
215842,SKU0377,Product 377,3,2024-06-15 08:11:44,31.99,14918,France,95.97
215842,SKU0028,Product 028,2,2024-08-30 11:00:33,42.88,14918,United Kingdom,85.76
215842,SKU0326,Product 326,4,2025-04-06 09:53:48,17.41,14918,Germany,69.64
215843,SKU0301,Product 301,1,2025-11-18 04:09:26,13.75,14918,United Kingdom,13.75
215843,SKU0147,Product 147,4,2024-07-14 20:17:48,18.91,14918,Germany,75.64
215843,SKU0211,Product 211,3,2025-08-14 19:10:34,27.62,14918,France,82.86
215844,SKU0033,Product 033,5,2024-04-01 22:48:50,29.1,14918,United Kingdom,145.5
215844,SKU0289,Product 289,6,2025-09-26 14:44:33,37.97,14918,United Kingdom,227.82
215844,SKU0383,Product 383,1,2024-06-15 05:48:28,61.5,14918,United Kingdom,61.5
215845,SKU0035,Product 035,4,2024-03-18 14:50:32,46.27,14918,United Kingdom,185.08
215845,SKU0082,Product 082,7,2025-03-13 05:16:35,25.08,14918,Spain,175.56
215845,SKU0225,Product 225,4,2025-12-14 02:56:27,52.93,14918,Spain,211.72
215846,SKU0098,Product 098,8,2025-11-18 18:14:10,16.65,14918,Spain,133.2
215846,SKU0188,Product 188,4,2024-09-27 19:02:26,23.78,14918,Netherlands,95.12
215846,SKU0160,Product 160,6,2024-03-02 17:25:02,6.73,14919,United Kingdom,40.38
215847,SKU0376,Product 376,3,2024-02-28 19:12:25,18.0,14919,United Kingdom,54.0
215847,SKU0260,Product 260,5,2024-05-24 05:05:11,5.64,14919,United Kingdom,28.2
215847,SKU0083,Product 083,3,2025-03-31 22:25:23,62.03,14919,Australia,186.09
215848,SKU0102,Product 102,5,2024-11-25 21:30:01,29.27,14919,Germany,146.35
215848,SKU0101,Product 101,3,2025-09-24 09:11:24,34.39,14919,United Kingdom,103.17
215848,SKU0132,Product 132,6,2024-03-07 01:50:18,20.31,14919,Germany,121.85999999999999
215849,SKU0085,Product 085,5,2025-06-16 21:24:21,15.69,14919,Spain,78.45
215849,SKU0316,Product 316,2,2025-11-23 14:49:34,34.66,14919,France,69.32
215849,SKU0027,Product 027,6,2025-05-30 22:41:12,81.71,14919,United Kingdom,490.26
215850,SKU0317,Product 317,3,2025-11-23 17:00:09,34.32,14919,Belgium,102.96000000000001
215850,SKU0225,Product 225,6,2025-11-18 21:14:20,27.03,14919,United Kingdom,162.18
215850,SKU0081,Product 081,2,2024-09-06 17:17:04,17.88,14919,United Kingdom,35.76
215851,SKU0352,Product 352,2,2025-12-08 22:24:01,18.13,14919,United Kingdom,36.26
215851,SKU0386,Product 386,2,2024-05-01 06:51:42,7.99,14919,Germany,15.98
215851,SKU0136,Product 136,3,2025-08-25 01:45:03,23.15,14919,Germany,69.44999999999999
215852,SKU0171,Product 171,1,2025-11-18 01:59:29,11.18,14919,Australia,11.18
215852,SKU0261,Product 261,2,2025-07-27 13:38:21,16.94,14919,Germany,33.88
215852,SKU0015,Product 015,4,2025-08-05 06:58:16,7.93,14919,Spain,31.72
215853,SKU0078,Product 078,1,2024-09-13 02:08:29,26.23,14919,United Kingdom,26.23
215853,SKU0089,Product 089,5,2025-06-06 21:21:46,34.49,14919,United Kingdom,172.45000000000002
215853,SKU0098,Product 098,6,2024-12-04 19:55:21,36.2,14919,Germany,217.20000000000002
215854,SKU0237,Product 237,2,2024-05-03 03:47:26,24.54,14919,Ireland,49.08
215854,SKU0069,Product 069,2,2025-01-22 21:03:44,23.62,14919,United Kingdom,47.24
215854,SKU0126,Product 126,4,2025-10-07 16:33:04,23.9,14919,Germany,95.6
215855,SKU0221,Product 221,3,2024-12-16 06:08:04,38.54,14919,United Kingdom,115.62
215855,SKU0388,Product 388,2,2024-12-10 18:20:19,20.29,14919,Germany,40.58
215855,SKU0013,Product 013,5,2025-08-12 10:00:04,41.76,14919,Spain,208.79999999999998
215856,SKU0344,Product 344,7,2025-12-08 11:40:07,12.37,14919,France,86.58999999999999
215856,SKU0033,Product 033,2,2025-12-27 05:26:07,28.52,14919,France,57.04
215856,SKU0133,Product 133,1,2025-10-12 07:18:36,34.41,14920,Ireland,34.41
215857,SKU0375,Product 375,3,2024-05-30 09:40:47,17.77,14920,Germany,53.31
215857,SKU0283,Product 283,4,2024-06-24 02:53:23,21.33,14920,Ireland,85.32
215857,SKU0048,Product 048,3,2025-07-30 06:08:42,54.54,14920,United Kingdom,163.62
215858,SKU0136,Product 136,5,2025-08-01 02:16:15,57.19,14920,Germany,285.95
215858,SKU0348,Product 348,3,2025-03-22 01:43:54,21.95,14920,Germany,65.85
215858,SKU0028,Product 028,1,2025-05-09 08:42:05,7.59,14920,United Kingdom,7.59
215859,SKU0008,Product 008,3,2025-06-15 09:30:02,11.27,14920,United Kingdom,33.81
215859,SKU0154,Product 154,5,2024-05-03 04:38:27,16.24,14920,Spain,81.19999999999999
215859,SKU0367,Product 367,4,2024-12-31 09:56:29,19.68,14920,Netherlands,78.72
215860,SKU0028,Product 028,5,2025-03-14 15:42:14,7.19,14920,Germany,35.95
215860,SKU0294,Product 294,3,2025-05-23 14:04:00,7.43,14920,Netherlands,22.29
215860,SKU0340,Product 340,2,2024-06-05 14:57:26,18.72,14920,Belgium,37.44
215861,SKU0303,Product 303,5,2025-04-02 07:30:29,25.54,14920,Ireland,127.69999999999999
215861,SKU0006,Product 006,1,2024-11-02 11:58:01,21.49,14920,United Kingdom,21.49
215861,SKU0223,Product 223,4,2025-04-24 18:40:20,17.06,14920,Germany,68.24
215862,SKU0101,Product 101,3,2024-06-30 13:45:07,8.26,14920,Spain,24.78
215862,SKU0251,Product 251,3,2025-11-26 22:26:36,17.84,14920,Belgium,53.519999999999996
215862,SKU0193,Product 193,2,2024-10-05 07:38:29,20.9,14920,Belgium,41.8
215863,SKU0315,Product 315,7,2024-02-03 01:54:16,13.09,14920,United Kingdom,91.63
215863,SKU0342,Product 342,2,2024-07-31 18:44:03,15.6,14920,United Kingdom,31.2
215863,SKU0138,Product 138,6,2024-08-04 02:41:10,42.83,14920,Netherlands,256.98
215864,SKU0123,Product 123,2,2024-09-12 04:08:22,50.34,14920,United Kingdom,100.68
215864,SKU0043,Product 043,2,2025-04-16 21:42:45,17.05,14920,Germany,34.1
215864,SKU0232,Product 232,5,2024-02-03 17:28:46,15.87,14920,Netherlands,79.35
215865,SKU0036,Product 036,5,2024-10-06 18:11:13,14.5,14920,Netherlands,72.5
215865,SKU0147,Product 147,4,2024-04-28 02:49:04,20.44,14920,United Kingdom,81.76
215865,SKU0023,Product 023,2,2024-11-24 13:11:08,24.34,14920,Germany,48.68
215866,SKU0336,Product 336,1,2024-10-12 03:45:10,15.26,14921,United Kingdom,15.26
215867,SKU0127,Product 127,5,2025-07-22 12:38:50,44.68,14921,France,223.4
215867,SKU0083,Product 083,6,2025-10-14 10:36:17,40.66,14921,United Kingdom,243.95999999999998
215867,SKU0013,Product 013,2,2024-02-11 09:36:59,11.16,14921,Germany,22.32
215868,SKU0328,Product 328,7,2024-10-01 13:53:41,24.27,14921,Spain,169.89
215868,SKU0059,Product 059,4,2024-11-24 19:49:50,22.51,14921,Ireland,90.04
215868,SKU0255,Product 255,1,2024-10-18 17:26:02,25.42,14921,United Kingdom,25.42
215869,SKU0244,Product 244,2,2025-05-02 21:04:31,49.94,14921,Netherlands,99.88
215869,SKU0181,Product 181,5,2025-05-30 15:14:50,31.23,14921,Ireland,156.15
215869,SKU0188,Product 188,4,2024-10-26 21:09:05,18.08,14921,Germany,72.32
215870,SKU0037,Product 037,4,2025-03-05 18:10:54,25.43,14921,Ireland,101.72
215870,SKU0349,Product 349,4,2024-02-17 00:28:38,10.08,14921,United Kingdom,40.32
215870,SKU0310,Product 310,5,2024-05-05 05:11:17,13.22,14921,United Kingdom,66.10000000000001
215871,SKU0378,Product 378,4,2025-11-25 13:52:55,7.54,14921,Spain,30.16
215871,SKU0008,Product 008,4,2025-02-19 02:26:01,12.5,14921,France,50.0
215871,SKU0343,Product 343,2,2024-10-04 22:45:03,19.31,14921,Germany,38.62
215872,SKU0381,Product 381,5,2025-12-14 15:24:56,15.12,14921,United Kingdom,75.6
215872,SKU0042,Product 042,4,2025-11-18 15:23:59,16.98,14921,Netherlands,67.92
215872,SKU0349,Product 349,1,2024-02-12 09:55:26,15.17,14921,Spain,15.17
215873,SKU0325,Product 325,6,2025-11-04 08:29:08,17.01,14921,United Kingdom,102.06
215873,SKU0005,Product 005,7,2024-04-30 05:39:01,24.0,14921,United Kingdom,168.0
215873,SKU0280,Product 280,2,2024-04-09 19:31:00,10.15,14921,United Kingdom,20.3
215874,SKU0196,Product 196,5,2024-03-15 15:33:10,19.94,14921,United Kingdom,99.7
215874,SKU0386,Product 386,7,2025-04-11 06:47:15,30.39,14921,United Kingdom,212.73000000000002
215874,SKU0186,Product 186,4,2025-02-15 05:19:57,13.88,14921,United Kingdom,55.52
215875,SKU0108,Product 108,5,2024-07-28 15:16:32,18.79,14921,United Kingdom,93.94999999999999
215875,SKU0255,Product 255,1,2025-09-21 02:07:12,21.96,14921,United Kingdom,21.96
215875,SKU0064,Product 064,3,2024-05-30 12:46:16,31.66,14921,United Kingdom,94.98
215876,SKU0393,Product 393,6,2024-09-30 14:37:58,27.26,14921,France,163.56
215876,SKU0329,Product 329,6,2025-02-14 01:01:26,16.08,14921,Germany,96.47999999999999
215876,SKU0244,Product 244,5,2025-10-22 10:59:19,14.65,14922,Australia,73.25
215877,SKU0137,Product 137,4,2025-01-27 18:41:22,4.76,14922,United Kingdom,19.04
215877,SKU0187,Product 187,3,2025-09-08 02:38:52,39.75,14922,Belgium,119.25
215877,SKU0343,Product 343,3,2025-10-08 05:09:19,16.88,14922,United Kingdom,50.64
215878,SKU0233,Product 233,4,2025-02-11 17:08:55,25.76,14922,Netherlands,103.04
215878,SKU0267,Product 267,3,2025-05-09 23:51:53,33.92,14922,United Kingdom,101.76
215878,SKU0049,Product 049,8,2024-11-05 08:15:46,44.01,14922,United Kingdom,352.08
215879,SKU0334,Product 334,5,2025-06-20 17:20:10,70.44,14922,United Kingdom,352.2
215879,SKU0067,Product 067,4,2024-08-31 15:09:20,79.13,14922,Spain,316.52
215879,SKU0323,Product 323,4,2025-08-01 18:25:48,34.22,14922,Germany,136.88
215880,SKU0061,Product 061,3,2024-04-18 21:01:30,60.11,14922,Netherlands,180.32999999999998
215880,SKU0035,Product 035,5,2024-02-19 19:10:54,9.64,14922,France,48.2
215880,SKU0297,Product 297,3,2024-02-06 03:44:23,14.78,14922,Ireland,44.339999999999996
215881,SKU0292,Product 292,2,2024-09-22 00:44:18,28.02,14922,United Kingdom,56.04
215881,SKU0047,Product 047,4,2024-04-24 19:37:26,37.75,14922,United Kingdom,151.0
215881,SKU0319,Product 319,5,2025-03-22 23:20:38,14.38,14922,Belgium,71.9
215882,SKU0085,Product 085,3,2025-02-20 07:21:44,27.34,14922,United Kingdom,82.02
215882,SKU0126,Product 126,3,2025-07-21 19:15:35,41.68,14922,Germany,125.03999999999999
215882,SKU0066,Product 066,1,2024-08-01 01:09:37,26.48,14922,United Kingdom,26.48
215883,SKU0187,Product 187,8,2025-08-12 21:26:19,29.4,14922,Ireland,235.2
215883,SKU0344,Product 344,3,2025-08-30 18:07:15,29.39,14922,Spain,88.17
215883,SKU0302,Product 302,1,2025-09-29 15:36:22,37.22,14922,United Kingdom,37.22
215884,SKU0368,Product 368,2,2025-08-19 06:33:31,20.76,14922,United Kingdom,41.52
215884,SKU0148,Product 148,6,2025-05-08 18:13:32,9.9,14922,United Kingdom,59.400000000000006
215884,SKU0107,Product 107,3,2024-03-02 08:39:52,15.66,14922,United Kingdom,46.980000000000004
215885,SKU0260,Product 260,6,2024-04-13 23:29:42,15.43,14922,United Kingdom,92.58
215885,SKU0388,Product 388,2,2025-11-10 09:46:00,10.76,14922,United Kingdom,21.52
215885,SKU0151,Product 151,5,2024-07-21 07:24:41,46.06,14922,United Kingdom,230.3
215886,SKU0326,Product 326,7,2025-11-29 11:38:33,37.99,14922,Belgium,265.93
215886,SKU0270,Product 270,5,2025-03-19 20:28:06,58.02,14922,United Kingdom,290.1
215886,SKU0341,Product 341,5,2025-02-24 00:23:17,17.2,14923,United Kingdom,86.0
215887,SKU0389,Product 389,3,2025-04-06 05:39:22,17.45,14923,United Kingdom,52.349999999999994
215887,SKU0094,Product 094,2,2024-09-18 03:50:59,20.63,14923,United Kingdom,41.26
215887,SKU0270,Product 270,4,2024-01-05 10:16:26,37.09,14923,France,148.36
215888,SKU0310,Product 310,3,2024-06-24 17:28:43,32.1,14923,Belgium,96.30000000000001
215888,SKU0217,Product 217,4,2024-12-28 15:33:49,25.55,14923,Germany,102.2
215888,SKU0342,Product 342,6,2024-06-20 20:37:28,13.33,14923,Netherlands,79.98
215889,SKU0243,Product 243,3,2025-12-16 01:53:13,12.62,14923,Netherlands,37.86
215889,SKU0297,Product 297,2,2024-12-10 16:02:25,11.75,14923,United Kingdom,23.5
215889,SKU0101,Product 101,5,2024-02-13 21:10:19,16.13,14923,United Kingdom,80.64999999999999
215890,SKU0166,Product 166,7,2024-10-19 17:27:35,4.98,14923,Spain,34.86
215890,SKU0036,Product 036,3,2024-09-26 07:34:36,28.3,14923,United Kingdom,84.9
215890,SKU0190,Product 190,2,2025-05-05 21:52:27,15.49,14923,United Kingdom,30.98
215891,SKU0166,Product 166,6,2025-03-05 15:33:07,7.72,14923,France,46.32
215891,SKU0118,Product 118,5,2024-11-08 18:21:29,12.89,14923,United Kingdom,64.45
215891,SKU0142,Product 142,2,2025-11-15 06:59:33,17.38,14923,United Kingdom,34.76
215892,SKU0109,Product 109,2,2025-04-07 08:51:09,29.84,14923,Netherlands,59.68
215892,SKU0209,Product 209,5,2024-02-24 01:30:32,13.41,14923,Germany,67.05
215892,SKU0111,Product 111,3,2024-08-30 09:23:58,10.16,14923,United Kingdom,30.48
215893,SKU0124,Product 124,5,2025-09-03 09:53:24,7.12,14923,United Kingdom,35.6
215893,SKU0136,Product 136,3,2025-05-25 12:36:55,14.16,14923,United Kingdom,42.480000000000004
215893,SKU0052,Product 052,2,2024-08-13 16:52:35,48.58,14923,France,97.16
215894,SKU0354,Product 354,7,2024-07-24 02:22:03,20.64,14923,United Kingdom,144.48000000000002
215894,SKU0319,Product 319,4,2024-08-06 20:44:37,15.86,14923,Germany,63.44
215894,SKU0015,Product 015,6,2025-02-23 15:05:10,25.96,14923,Ireland,155.76
215895,SKU0270,Product 270,4,2024-07-17 16:26:14,16.2,14923,United Kingdom,64.8
215895,SKU0372,Product 372,5,2024-11-13 12:55:10,10.45,14923,United Kingdom,52.25
215895,SKU0277,Product 277,6,2025-10-09 09:57:29,11.07,14923,Netherlands,66.42
215896,SKU0298,Product 298,4,2025-03-15 07:51:51,20.99,14923,France,83.96
215896,SKU0132,Product 132,4,2024-05-01 20:13:01,34.82,14923,United Kingdom,139.28
215896,SKU0025,Product 025,3,2025-02-26 02:52:14,30.5,14924,Ireland,91.5
215897,SKU0274,Product 274,5,2024-02-23 05:36:23,28.05,14924,France,140.25
215897,SKU0040,Product 040,3,2025-01-25 04:20:41,32.24,14924,United Kingdom,96.72
215897,SKU0385,Product 385,5,2025-08-04 03:15:25,5.96,14924,Belgium,29.8
215898,SKU0295,Product 295,5,2024-09-28 11:11:30,15.81,14924,Germany,79.05
215898,SKU0075,Product 075,3,2025-09-29 01:28:02,30.56,14924,United Kingdom,91.67999999999999
215898,SKU0388,Product 388,4,2025-10-20 18:53:25,13.77,14924,United Kingdom,55.08
215899,SKU0337,Product 337,3,2024-07-06 09:14:34,29.29,14924,United Kingdom,87.87
215899,SKU0042,Product 042,6,2024-08-16 02:18:00,20.52,14924,Netherlands,123.12
215899,SKU0334,Product 334,3,2025-12-12 20:42:31,18.94,14924,United Kingdom,56.82000000000001
215900,SKU0078,Product 078,3,2024-06-06 15:54:55,42.7,14924,Spain,128.10000000000002
215900,SKU0360,Product 360,6,2025-11-12 17:07:37,60.27,14924,Ireland,361.62
215900,SKU0252,Product 252,4,2024-11-19 18:23:33,22.33,14924,United Kingdom,89.32
215901,SKU0175,Product 175,4,2024-03-29 10:49:35,50.37,14924,United Kingdom,201.48
215901,SKU0373,Product 373,4,2025-11-17 15:30:10,33.31,14924,Ireland,133.24
215901,SKU0291,Product 291,3,2024-04-23 00:29:01,64.51,14924,United Kingdom,193.53000000000003
215902,SKU0084,Product 084,1,2025-03-25 16:45:52,13.69,14924,United Kingdom,13.69
215902,SKU0347,Product 347,3,2024-10-04 13:31:48,10.89,14924,Spain,32.67
215902,SKU0384,Product 384,2,2025-12-15 08:08:39,32.44,14924,United Kingdom,64.88
215903,SKU0005,Product 005,2,2025-05-06 11:07:19,10.37,14924,United Kingdom,20.74
215903,SKU0071,Product 071,5,2024-01-06 21:07:21,32.4,14924,Australia,162.0
215904,SKU0256,Product 256,2,2024-09-20 04:47:41,25.65,14924,Spain,51.3
215904,SKU0376,Product 376,7,2025-03-23 19:31:01,41.94,14924,United Kingdom,293.58
215904,SKU0340,Product 340,5,2024-09-23 15:20:32,39.95,14924,United Kingdom,199.75
215905,SKU0274,Product 274,3,2025-09-17 03:11:07,21.86,14924,Netherlands,65.58
215905,SKU0210,Product 210,6,2025-08-17 17:26:46,7.51,14924,United Kingdom,45.06
215905,SKU0383,Product 383,2,2024-12-15 10:41:43,29.12,14924,Spain,58.24
215906,SKU0395,Product 395,5,2024-09-26 05:47:41,13.71,14924,United Kingdom,68.55000000000001
215906,SKU0299,Product 299,3,2024-02-28 17:24:40,43.43,14924,Germany,130.29
215906,SKU0240,Product 240,6,2025-09-18 17:32:38,24.44,14925,United Kingdom,146.64000000000001
215907,SKU0072,Product 072,4,2024-05-18 23:16:28,16.43,14925,France,65.72
215907,SKU0135,Product 135,8,2025-07-24 23:07:00,15.35,14925,Netherlands,122.8
215907,SKU0309,Product 309,3,2025-03-25 16:27:30,15.82,14925,United Kingdom,47.46
215908,SKU0226,Product 226,4,2025-04-05 01:01:14,45.83,14925,Australia,183.32
215908,SKU0378,Product 378,3,2025-03-26 05:07:48,64.38,14925,United Kingdom,193.14
215908,SKU0207,Product 207,5,2024-12-30 07:41:11,47.61,14925,Germany,238.05
215909,SKU0030,Product 030,5,2024-04-16 20:30:47,26.67,14925,Spain,133.35000000000002
215909,SKU0336,Product 336,5,2025-11-06 08:36:23,35.92,14925,Australia,179.60000000000002
215909,SKU0258,Product 258,3,2025-04-01 17:21:20,46.07,14925,United Kingdom,138.21
215910,SKU0099,Product 099,4,2025-11-17 00:27:25,20.5,14925,Germany,82.0
215910,SKU0271,Product 271,9,2024-08-12 01:07:59,95.05,14925,United Kingdom,855.4499999999999
215910,SKU0326,Product 326,2,2024-07-04 11:08:06,14.67,14925,United Kingdom,29.34
215911,SKU0089,Product 089,8,2024-03-16 07:07:35,23.26,14925,Germany,186.08
215911,SKU0318,Product 318,3,2024-12-30 11:27:34,33.3,14925,Germany,99.89999999999999
215911,SKU0364,Product 364,2,2025-02-10 20:37:41,44.39,14925,Ireland,88.78
215912,SKU0330,Product 330,7,2025-03-15 13:00:35,28.53,14925,France,199.71
215912,SKU0128,Product 128,9,2025-05-15 05:12:34,22.63,14925,United Kingdom,203.67
215912,SKU0144,Product 144,9,2025-08-15 08:17:58,14.12,14925,Spain,127.08
215913,SKU0162,Product 162,6,2024-07-10 17:15:55,48.73,14925,United Kingdom,292.38
215913,SKU0042,Product 042,4,2024-02-15 21:56:00,38.44,14925,United Kingdom,153.76
215913,SKU0081,Product 081,4,2025-07-21 12:24:40,25.67,14925,United Kingdom,102.68
215914,SKU0355,Product 355,6,2025-05-24 07:54:08,35.79,14925,United Kingdom,214.74
215914,SKU0302,Product 302,7,2024-02-16 08:54:28,53.18,14925,Ireland,372.26
215914,SKU0280,Product 280,7,2025-04-06 04:51:10,205.97,14925,Netherlands,1441.79
215915,SKU0311,Product 311,6,2024-07-15 03:59:12,91.61,14925,United Kingdom,549.66
215915,SKU0051,Product 051,5,2025-08-01 14:28:24,31.72,14925,Netherlands,158.6
215915,SKU0086,Product 086,6,2024-11-21 18:14:03,13.56,14925,Australia,81.36
215916,SKU0108,Product 108,6,2024-08-06 20:37:13,56.24,14925,Spain,337.44
215916,SKU0173,Product 173,4,2024-12-18 18:11:17,66.21,14925,Belgium,264.84
215916,SKU0338,Product 338,4,2024-11-21 09:17:43,10.99,14926,United Kingdom,43.96
215917,SKU0013,Product 013,5,2025-03-27 06:50:00,9.36,14926,United Kingdom,46.8
215917,SKU0010,Product 010,4,2025-06-15 07:39:23,15.83,14926,Ireland,63.32
215917,SKU0057,Product 057,1,2024-08-16 13:54:13,15.13,14926,United Kingdom,15.13
215918,SKU0007,Product 007,3,2024-11-09 12:08:09,47.46,14926,Germany,142.38
215918,SKU0384,Product 384,1,2024-04-28 19:19:15,30.76,14926,Spain,30.76
215918,SKU0121,Product 121,4,2025-12-06 13:00:58,29.26,14926,United Kingdom,117.04
215919,SKU0128,Product 128,6,2025-12-08 03:17:28,39.19,14926,United Kingdom,235.14
